688.609985,706.849976,673.26001,3445000,698.450012
702.179993,719.190002,694.460022,2412200,706.590027
723.599976,728.130005,720.120972,2011800,725.25
723.580017,729.679993,710.01001,1711700,711.669983
713.849976,718.280029,706.47998,1324300,713.039978
713.669983,718.234985,694.390015,2194200,699.98999
722.219971,733.690002,712.349976,2676400,730.960022
731.530029,744.98999,726.799988,3474300,742.950012
750.460022,757.859985,743.27002,5139200,752
784.5,789.869995,764.650024,6348100,764.650024
770.219971,774.5,720.5,6171000,726.950012
722.809998,727,701.859985,5145900,708.01001
703.869995,703.98999,680.150024,5105700,683.570007
667.849976,684.030029,663.059998,4247400,682.73999
672.320007,699.900024,668.77002,3604300,678.109985
686.859985,701.309998,682.130005,2638000,684.119995
675,689.349976,668.867981,3024000,683.109985
690.26001,693.75,678.599976,2141400,682.400024
692.97998,698,685.049988,2520000,691
698.090027,709.75,691.380005,2492600,708.400024
710,712.349976,696.030029,1883200,697.349976
695.030029,703.080994,694.049988,1589300,700.909973
707.450012,713.23999,702.51001,1949800,706.460022
701.450012,708.400024,693.580017,2009300,695.849976
688.919983,700,680.780029,1963600,699.559998
700.01001,705.97998,690.585022,1631900,705.75
708.580017,713.429993,700.859985,2243500,705.070007
700.320007,710.890015,697.679993,2481100,697.77002
703.619995,718.809998,699.77002,2151400,718.809998
719,720,712,1629000,718.849976
718.679993,719.450012,706.02002,1956800,712.419983
714.98999,716.48999,706.02002,1972100,710.890015
706.900024,708.091003,686.900024,2985100,695.159973
688.590027,703.789978,685.340027,2076300,693.969971
698.469971,705.679993,694,1421500,705.23999
708.119995,716.440002,703.359985,2829400,712.820007
720,726.919983,717.125,1970800,726.820007
726.809998,735.5,725.150024,1718300,730.48999
726.919983,732.289978,724.77002,1721000,728.330017
726.369995,737.469971,724.51001,1624400,736.090027
736.450012,743.070007,736,1860800,737.780029
741.859985,742,731.830017,2980700,737.599976
736.5,742.5,733.515991,1836500,742.090027
737.460022,745,737.460022,1269700,740.75
742.359985,745.719971,736.150024,1432100,738.059998
732.01001,737.747009,731,1594900,735.299988
736.789978,738.98999,732.5,1301300,733.530029
734.590027,747.25,728.76001,1902100,744.77002
750.099976,757.880005,748.73999,1782400,750.530029
749.25,750.849976,740.940002,1718800,744.950012
738.599976,750.340027,737,1576700,749.909973
750.059998,752.799988,742.429993,1134200,745.289978
738,742.799988,735.369995,1132300,737.799988
735.77002,746.23999,735.559998,1050200,745.690002
745.369995,747,736.280029,1453200,740.280029
743.969971,745.450012,735.549988,1290800,739.150024
743.02002,745,736.049988,1220100,736.099976
738,743.830017,731.01001,1349700,743.090027
749.159973,754.380005,744.260986,1707100,751.719971
754.01001,757.309998,752.705017,1131000,753.200012
753.97998,761,752.69397,1809300,759
760.460022,768.049988,757.299988,1556000,766.609985
769.51001,769.900024,749.330017,2030500,753.929993
758,758.132019,750.01001,1529200,752.669983
755.380005,760.450012,749.549988,3060500,759.140015
726.299988,736.119995,713.609985,5951900,718.77002
716.099976,723.929993,715.590027,1959200,723.150024
725.419983,725.765991,703.026001,2744600,708.140015
707.289978,708.97998,692.36499,3098600,705.840027
708.26001,714.169983,689.549988,2867300,691.02002
690.700012,697.619995,689,2487700,693.01001
697.630005,700.640015,691,1645300,698.210022
696.869995,697.840027,692,1543800,692.359985
690.48999,699.75,689.01001,1688600,695.700012
697.700012,702.320007,695.719971,1683500,701.429993
698.380005,711.859985,698.106995,1829300,711.119995
712,718.710022,710,1510300,712.900024
716.75,723.5,715.719971,1563100,723.179993
723.409973,724.47998,712.799988,1692100,715.289978
717.059998,719.25,709,1360700,713.309998
711.929993,716.661987,709.26001,1314500,710.830017
709.130005,718.47998,705.650024,1317100,716.48999
715.98999,721.52002,704.109985,2001200,706.22998
703.669983,711.599976,700.630005,1766800,706.630005
702.359985,706,696.799988,1670200,700.320007
701.619995,714.580017,700.52002,1828400,709.73999
706.530029,711.478027,704.179993,1320900,704.23999
706.859985,720.969971,706.859985,1929500,720.090027
720.76001,727.51001,719.705017,1629200,725.27002
722.869995,728.330017,720.280029,1542900,724.119995
724.01001,733.935974,724,1975000,732.659973
731.73999,739.72998,731.26001,2129500,735.719971
734.530029,737.210022,730.659973,1253600,734.150024
732.5,733.02002,724.169983,1337600,730.400024
729.27002,729.48999,720.559998,1226300,722.340027
724.909973,724.909973,714.609985,1565300,716.549988
719.840027,721.97998,716.549988,1336200,716.650024
723.960022,728.570007,720.580017,1583700,728.280029
722.869995,729.539978,722.335999,988900,728.580017
719.469971,725.890015,716.429993,1216400,719.409973
716.51001,725.440002,716.51001,1258900,718.359985
716.47998,722.469971,713.119995,1306100,718.27002
719,722.97998,717.309998,1214500,718.919983
714.909973,716.650024,703.26001,1982500,710.359985
708.650024,708.820007,688.452026,3402400,691.719971
698.77002,702.47998,693.409973,2082500,693.710022
698.400024,702.77002,692.01001,1465600,695.940002
699.059998,700.859985,693.08197,1184300,697.460022
697.450012,701.950012,687,2171400,701.869995
675.169983,689.400024,673.450012,4449000,675.219971
671,672.299988,663.283997,2629000,668.26001
678.969971,680.330017,673,2173800,680.039978
683,687.429016,681.409973,1932600,684.109985
685.469971,692.320007,683.650024,1597700,692.099976
692.200012,700.650024,692.130005,1344700,699.210022
696.059998,696.940002,688.880005,1462600,694.950012
689.97998,701.679993,689.090027,1411900,697.77002
698.080017,698.200012,688.215027,1303100,695.359985
699.5,705.710022,696.434998,1575200,705.630005
708.049988,716.51001,707.23999,1111800,715.090027
719.119995,722.940002,715.909973,1336900,720.640015
723.619995,724,716.849976,935900,716.97998
721.580017,722.210022,718.030029,950200,720.950012
725.72998,725.73999,719.054993,1279300,719.849976
722.710022,736.130005,721.190002,1295500,733.780029
729.890015,736.98999,729,1227500,736.960022
737.330017,742.130005,737.099976,1289700,741.190002
740.359985,741.690002,735.830994,1026300,738.630005
741.859985,743.23999,736.559998,1259800,742.73999
740.669983,742.609985,737.5,1032400,739.77002
739.039978,741.690002,734.27002,1186700,738.419983
738.280029,744.460022,737,1497100,741.77002
747.039978,748.650024,739.299988,3530200,745.909973
772.710022,778.549988,766.77002,3841500,768.789978
761.090027,780.429993,761.090027,2700500,772.880005
768.690002,775.840027,767.849976,1784500,771.070007
767.179993,773.210022,766.820007,1287400,773.179993
772.219971,774.070007,768.794983,1139400,771.609985
773.780029,783.039978,772.340027,1801200,782.219971
782,782.630005,778.091003,1107900,781.76001
781.099976,788.940002,780.570007,1318900,784.26001
783.75,786.812012,782.778015,786400,784.679993
785,789.75,782.969971,971100,784.849976
781.5,783.39502,780.400024,740500,783.219971
783.75,787.48999,780.109985,938200,782.440002
780.299988,780.97998,773.44397,1028000,777.140015
777.320007,780.809998,773.530029,924200,779.909973
780.01001,782.859985,777,719400,777.5
775,777.099976,773.130005,861500,775.419983
773.27002,774.539978,770.049988,951400,772.150024
775.47998,776.440002,771.784973,928200,772.080017
770.580017,774.5,767.070007,1072000,769.640015
767,771.890015,763.184998,926900,769.409973
769,776.080017,765.849976,1166700,769.539978
768.73999,774.98999,766.61499,841000,772.150024
769.330017,774.466003,766.840027,1130000,769.090027
767.01001,769.090027,765.380005,1248600,767.049988
769.25,771.02002,764.299988,925100,768.780029
773.01001,773.919983,768.409973,1072700,771.460022
773.450012,782,771,1442800,780.080017
780,782.72998,776.200012,893700,780.349976
778.590027,780.349976,773.580017,1260600,775.320007
770.099976,773.244995,759.659973,1885500,759.659973
755.130005,770.289978,754,1311000,769.02002
764.47998,766.219971,755.799988,1395000,759.690002
759.609985,767.679993,759.109985,1087400,762.48999
762.890015,773.799988,759.960022,1305100,771.76001
769.75,769.75,764.659973,2049300,768.880005
772.419983,774,764.440979,1171100,765.700012
769,773.330017,768.530029,978600,771.409973
772.659973,777.159973,768.301025,1167800,776.219971
780,789.849976,778.440002,1486200,787.210022
786.590027,788.929993,784.150024,1411900,786.900024
782.73999,782.73999,773.070007,1533200,774.210022
775.5,785.98999,774.307983,1153200,783.01001
777.849976,781.809998,774.969971,1109800,781.559998
781.440002,785.799988,774.231995,1314700,775.01001
776.330017,780.940002,774.090027,1585300,777.289978
774.25,776.065002,769.5,1278800,772.559998
776.030029,778.710022,772.890015,1201400,776.429993
779.309998,782.070007,775.650024,1461200,776.469971
779,780.47998,775.539978,1070700,776.859985
779.659973,779.659973,770.75,933200,775.080017
777.710022,789.380005,775.869995,1161400,785.940002
786.659973,792.280029,780.580017,1372500,783.070007
783.76001,788.130005,782.059998,937400,786.140015
781.219971,781.219971,773,1365300,778.190002
781.650024,783.950012,776,852500,778.530029
779.799988,785.849976,777.5,1093000,779.960022
787.849976,801.609985,785.565002,1995600,795.26001
798.23999,804.599976,798.030029,1766800,801.5
803.299988,803.969971,796.030029,1757500,796.969971
795,799.5,794,1266200,799.369995
804.900024,815.179993,804.820007,1697500,813.109985
816.679993,816.679993,805.140015,1576400,807.669983
806.340027,806.97998,796.320007,1647700,799.070007
801,803.48999,791.5,2749200,795.349976
808.349976,815.48999,793.590027,4269900,795.369995
795.469971,796.859985,784,2427300,784.539978
782.890015,789.48999,775.539978,2406400,783.609985
778.200012,781.650024,763.450012,1872400,768.700012
767.25,769.950012,759.030029,1943200,762.130005
750.659973,770.359985,750.560974,2134800,762.02002
774.5,785.190002,772.549988,1585100,782.52002
783.400024,795.632996,780.190002,1350800,790.51001
779.940002,791.22699,771.669983,2607100,785.309998
791.169983,791.169983,752.179993,4745200,762.559998
756.539978,760.780029,750.380005,2431800,754.02002
755.599976,757.849976,727.539978,3631700,736.080017
746.969971,764.416016,746.969971,2384000,758.48999
755.200012,766.359985,750.51001,1465200,764.47998
766.919983,772.700012,764.22998,1304000,771.22998
771.369995,775,760,1547100,760.539978
762.609985,769.700012,760.599976,1330600,769.200012
772.630005,776.960022,767,1593100,768.27002
767.72998,768.28302,755.25,1477400,760.98999
764.26001,765,760.52002,587400,761.679993
760,779.530029,759.799988,2188200,768.23999
771.530029,778.5,768.23999,1616600,770.840027
770.070007,772.98999,754.830017,2392900,758.039978
757.440002,759.849976,737.025024,3017900,747.919983
744.590027,754,743.099976,1452500,750.5
757.710022,763.900024,752.900024,1394200,762.52002
764.72998,768.830017,757.340027,1690700,759.109985
761,771.359985,755.799988,1761000,771.190002
772.47998,778.179993,767.22998,1488100,776.419983
780,789.429993,779.020996,1821900,789.289978
785.039978,791.25,784.35498,2104100,789.27002
793.900024,804.380005,793.340027,2145200,796.099976
797.400024,804,794.01001,1704200,797.070007
797.340027,803,792.919983,1626500,797.849976
800.400024,800.856018,790.289978,2428300,790.799988
790.219971,797.659973,786.27002,1232100,794.200012
796.76001,798.650024,793.27002,951000,796.419983
795.840027,796.676025,787.099976,1211300,794.559998
792.359985,793.320007,788.580017,972200,791.26001
790.900024,792.73999,787.280029,623400,789.909973
790.679993,797.859985,787.656982,789100,791.549988
793.700012,794.22998,783.200012,1153800,785.049988
783.330017,785.929993,778.919983,742200,782.789978
782.75,782.780029,770.409973,1770000,771.820007
778.809998,789.630005,775.799988,1657300,786.140015
788.359985,791.340027,783.159973,1073000,786.900024
786.080017,794.47998,785.02002,1335200,794.02002
795.26001,807.900024,792.203979,1640200,806.150024
806.400024,809.966003,802.830017,1272400,806.650024
807.859985,809.130005,803.51001,1176800,804.789978
805,808.150024,801.369995,1065900,807.909973
807.140015,807.390015,799.169983,1353100,806.359985
807.47998,811.223999,806.690002,1099200,807.880005
807.080017,807.140015,800.369995,1355800,804.609985
805.809998,806.205017,800.98999,1294400,806.070007
805.119995,809.47998,801.799988,919300,802.174988
806.909973,806.909973,801.690002,1670000,805.02002
807.25,820.869995,803.73999,1963600,819.309998
822.299988,825.900024,817.820984,1474000,823.869995
829.619995,835.77002,825.059998,1494500,835.669983
837.809998,838,827.01001,2973900,832.150024
834.710022,841.950012,820.440002,2965800,823.309998
814.659973,815.840027,799.799988,3246600,802.320007
796.859985,801.25,790.52002,2160600,796.789978
799.679993,801.190002,791.190002,2029700,795.695007
793.799988,802.700012,792,1532100,798.530029
802.98999,806,800.369995,1463400,801.48999
799.700012,801.669983,795.25,1184500,801.340027
803.98999,810.5,801.780029,1241200,806.969971
807,811.840027,803.190002,1155300,808.380005
809.51001,810.659973,804.539978,989700,809.559998
811.700012,815.25,809.780029,1135000,813.669983
816,820.958984,815.48999,1213300,819.23999
819,823,816,1053600,820.450012
819.359985,823,818.469971,1313600,818.97998
819.929993,824.400024,818.97998,1287600,824.159973
823.02002,828.070007,821.655029,1611000,828.070007
828.659973,833.450012,828.349976,1262300,831.659973
